-Cr0WQoFQQs,45,65.0,elk bugling,test
-NQl3o-CGwY,98,118.0,elk bugling,test
-oUnfKomIgE,96,116.0,elk bugling,train
-oUnfKomIgE,151,171.0,elk bugling,train
-qZNKe0VMcU,126,146.0,elk bugling,train
-tEllQwKRB4,19,39.0,elk bugling,train
-tEllQwKRB4,39,59.0,elk bugling,train
04Fe_7x2PHU,7,27.0,elk bugling,train
04Fe_7x2PHU,17,37.0,elk bugling,train
05d0_CDV7Wc,145,165.0,elk bugling,train
05d0_CDV7Wc,222,242.0,elk bugling,train
0ErifmWYGdU,83,103.0,elk bugling,train
0IkriYjKclg,182,202.0,elk bugling,train
0IkriYjKclg,293,313.0,elk bugling,train
0bBJkY4_zs8,33,53.0,elk bugling,test
0bGlYKVtcDA,10,30.0,elk bugling,train
0bGlYKVtcDA,33,53.0,elk bugling,train
0eZHWqzsRqU,5,25.0,elk bugling,test
0gXwifjwn8I,32,52.0,elk bugling,train
0ych9v2urFw,127,147.0,elk bugling,train
0ych9v2urFw,157,177.0,elk bugling,train
13p5V5QeXug,1,21.0,elk bugling,train
1B8BzH9_QbE,51,71.0,elk bugling,train
1OWTShlIpeM,109,129.0,elk bugling,train
1OWTShlIpeM,122,142.0,elk bugling,train
1PUsE3eCC4g,88,108.0,elk bugling,train
1PUsE3eCC4g,225,245.0,elk bugling,train
26kqqBOa_xU,153,173.0,elk bugling,train
2MzIwU7Vse4,88,108.0,elk bugling,train
2MzIwU7Vse4,118,138.0,elk bugling,train
2PvkGeFCXpo,22,42.0,elk bugling,train
2PvkGeFCXpo,38,58.0,elk bugling,train
2QJbJZ8-HUo,34,54.0,elk bugling,train
2QJbJZ8-HUo,48,68.0,elk bugling,train
34o-wafoHbg,4,24.0,elk bugling,train
3Ebxk_87yJU,57,77.0,elk bugling,train
3H5xPOCyJHg,44,64.0,elk bugling,train
3H5xPOCyJHg,130,150.0,elk bugling,train
3oGWyWYbFyk,6,26.0,elk bugling,test
4AzODKVPEX0,10,30.0,elk bugling,train
4AzODKVPEX0,28,48.0,elk bugling,train
4GrxUJxfevY,56,76.0,elk bugling,train
4NaHlz3d1Iw,2,22.0,elk bugling,train
4NaHlz3d1Iw,12,32.0,elk bugling,train
4XgrMM5CbvY,477,497.0,elk bugling,train
4eaR-0E016I,214,234.0,elk bugling,train
4eaR-0E016I,652,672.0,elk bugling,train
52mIuqBARac,65,85.0,elk bugling,test
5aFN6l1qR4g,4,24.0,elk bugling,train
5aFN6l1qR4g,19,39.0,elk bugling,train
5f7dPxYgTnw,18,38.0,elk bugling,train
5f7dPxYgTnw,97,117.0,elk bugling,train
5gBk04ajuxk,12,32.0,elk bugling,train
5gBk04ajuxk,51,71.0,elk bugling,train
5qwLmel-J5c,139,159.0,elk bugling,train
63UNY1-bGcA,110,130.0,elk bugling,train
68fE9L9AENY,21,41.0,elk bugling,train
68fE9L9AENY,72,92.0,elk bugling,train
6QlWObG5RWM,37,57.0,elk bugling,train
6QlWObG5RWM,81,101.0,elk bugling,train
6SGWjj-UcwY,11,31.0,elk bugling,train
6SGWjj-UcwY,38,58.0,elk bugling,train
6nrVqPkhJjU,14,34.0,elk bugling,train
6nrVqPkhJjU,63,83.0,elk bugling,train
70JiIyd1YIo,0,20.0,elk bugling,train
70JiIyd1YIo,10,30.0,elk bugling,train
74urwij9znU,115,135.0,elk bugling,train
74urwij9znU,146,166.0,elk bugling,train
7LKLabCGYKM,0,20.0,elk bugling,train
7LKLabCGYKM,121,141.0,elk bugling,train
7SR2OTFtlUM,1,21.0,elk bugling,train
7SR2OTFtlUM,61,81.0,elk bugling,train
7rE1BCpbcno,12,32.0,elk bugling,train
81-m689pHcU,97,117.0,elk bugling,train
86C3bwvI18s,29,49.0,elk bugling,train
8AgLb-bpocg,37,57.0,elk bugling,test
8FZM56axVms,81,101.0,elk bugling,test
8dkz5rvMA5Q,139,159.0,elk bugling,train
8dkz5rvMA5Q,150,170.0,elk bugling,train
9QoTtb7SdxU,102,122.0,elk bugling,train
9QoTtb7SdxU,231,251.0,elk bugling,train
9TW8Gf3kF4Q,8,28.0,elk bugling,train
9Wmw0vW2toc,7,27.0,elk bugling,train
9Y6akhseE70,2,22.0,elk bugling,train
9Zxw8yO3W3E,35,55.0,elk bugling,train
9Zxw8yO3W3E,46,66.0,elk bugling,train
9mfkYtQjThQ,234,254.0,elk bugling,train
9mfkYtQjThQ,302,322.0,elk bugling,train
9qgDNqFMx-k,18,38.0,elk bugling,train
AAE0eZzaQD4,25,45.0,elk bugling,train
AAE0eZzaQD4,46,66.0,elk bugling,train
APBW4-Z_WC8,117,137.0,elk bugling,train
ASEinYJPd78,0,20.0,elk bugling,train
Aasp7KRKHFI,201,221.0,elk bugling,train
Ae30u3DYRgo,42,62.0,elk bugling,train
BT9Dhl_-3lI,3,23.0,elk bugling,train
BT9Dhl_-3lI,17,37.0,elk bugling,train
BfVsY-FK_GY,24,44.0,elk bugling,train
BxONMV-IGCo,46,66.0,elk bugling,train
C2od9sChKp4,8,28.0,elk bugling,train
C2od9sChKp4,52,72.0,elk bugling,train
C88zw453fOc,9,29.0,elk bugling,train
C88zw453fOc,48,68.0,elk bugling,train
CNWMy-ZI8NQ,8,28.0,elk bugling,train
CsWlu39FuyE,5,25.0,elk bugling,train
CsWlu39FuyE,43,63.0,elk bugling,train
DHFkwF6B6ZE,59,79.0,elk bugling,train
DMCRlHYJDiU,36,56.0,elk bugling,train
DbpVCizP_F0,44,64.0,elk bugling,train
DcVDjFrZ8ZE,58,78.0,elk bugling,train
DcVDjFrZ8ZE,152,172.0,elk bugling,train
DeKUkj5QAtY,1,21.0,elk bugling,train
DhcVipjeBfs,0,20.0,elk bugling,train
DhcVipjeBfs,59,79.0,elk bugling,train
DkNxtDBYiUY,36,56.0,elk bugling,train
DlqXV1XRqjc,44,64.0,elk bugling,train
DubfNQGCp8I,76,96.0,elk bugling,train
DuyL15HJn6M,36,56.0,elk bugling,train
DuyL15HJn6M,59,79.0,elk bugling,train
DykmjffGOA8,32,52.0,elk bugling,train
ECVfSkmVy5Y,1,21.0,elk bugling,test
EGBQkLgdnWs,118,138.0,elk bugling,train
ELuHKA5kkPE,36,56.0,elk bugling,train
EkrYEBs-xEo,44,64.0,elk bugling,train
EkrYEBs-xEo,69,89.0,elk bugling,train
Ey_zkfEuNmM,1,21.0,elk bugling,train
Ey_zkfEuNmM,36,56.0,elk bugling,train
F0B2bt-zA_Y,38,58.0,elk bugling,train
FFb-xUphILQ,0,20.0,elk bugling,train
FSQQS74DQEE,53,73.0,elk bugling,train
F_K4Z4GfKy4,27,47.0,elk bugling,train
F_K4Z4GfKy4,51,71.0,elk bugling,train
FeF9ns6juvI,18,38.0,elk bugling,train
Fq9PUkoHKX8,3,23.0,elk bugling,train
Fq9PUkoHKX8,72,92.0,elk bugling,train
G1hyRL9De7E,223,243.0,elk bugling,train
G6Fo8EaEbPs,20,40.0,elk bugling,train
G6Fo8EaEbPs,30,50.0,elk bugling,train
GUQcMZLZpx8,0,20.0,elk bugling,train
GUQcMZLZpx8,108,128.0,elk bugling,train
GmZywJMLGtU,65,85.0,elk bugling,train
GmZywJMLGtU,147,167.0,elk bugling,train
GsnmwL1NXXA,12,32.0,elk bugling,train
GvNSXGdUvYA,24,44.0,elk bugling,train
GvNSXGdUvYA,40,60.0,elk bugling,train
H3143cSmA7I,1,21.0,elk bugling,train
H3143cSmA7I,79,99.0,elk bugling,train
HADlSH5YZ_o,155,175.0,elk bugling,train
HlUS8J5lTHs,8,28.0,elk bugling,train
HlUS8J5lTHs,93,113.0,elk bugling,train
I2Rd5BGZyds,83,103.0,elk bugling,train
I6ZpW5udNZY,19,39.0,elk bugling,train
I6ZpW5udNZY,36,56.0,elk bugling,train
IBtouB3hoFg,7,27.0,elk bugling,train
INhubp52DCM,55,75.0,elk bugling,train
INhubp52DCM,71,91.0,elk bugling,train
IPpFeCGRh-g,246,266.0,elk bugling,train
IPpFeCGRh-g,322,342.0,elk bugling,train
Iiu1mQCp1xs,104,124.0,elk bugling,train
Iiu1mQCp1xs,125,145.0,elk bugling,train
J22dc8dSV08,13,33.0,elk bugling,train
J22dc8dSV08,55,75.0,elk bugling,train
J5MHe3zVi80,321,341.0,elk bugling,train
JDFkssBeMrc,12,32.0,elk bugling,train
JDFkssBeMrc,47,67.0,elk bugling,train
JDKAkh135t8,39,59.0,elk bugling,train
JDKAkh135t8,89,109.0,elk bugling,train
JLE1I_Lc07w,90,110.0,elk bugling,train
JNlJ1fsOtpI,127,147.0,elk bugling,train
JNlJ1fsOtpI,219,239.0,elk bugling,train
JQ0I1NSdYkw,15,35.0,elk bugling,test
JReLywNWcvs,14,34.0,elk bugling,train
JReLywNWcvs,25,45.0,elk bugling,train
JV_iMt0idTU,19,39.0,elk bugling,test
JsjIde3ioco,99,119.0,elk bugling,train
JsjIde3ioco,414,434.0,elk bugling,train
KEprnXLR6Z4,10,30.0,elk bugling,test
KI_dLVLC5pw,432,452.0,elk bugling,train
KI_dLVLC5pw,461,481.0,elk bugling,train
KMwDgCmqZxs,0,20.0,elk bugling,train
KMwDgCmqZxs,11,31.0,elk bugling,train
KQKVkbfGqO8,264,284.0,elk bugling,train
KQKVkbfGqO8,413,433.0,elk bugling,train
KT71TUkTsQ4,68,88.0,elk bugling,train
Kgl_OuvbYRE,286,306.0,elk bugling,train
KkWAE8JyDgY,42,62.0,elk bugling,test
KnIFa0w6IMg,0,20.0,elk bugling,train
KnIFa0w6IMg,21,41.0,elk bugling,train
KrW-OAn8VA4,32,52.0,elk bugling,train
L-T5fyOEvKM,54,74.0,elk bugling,train
L9iVrx2cgRg,118,138.0,elk bugling,train
LEPKdbZu3K8,1,21.0,elk bugling,train
LHXx5_5zhaI,616,636.0,elk bugling,train
LUH0_JblHB8,45,65.0,elk bugling,train
LgagvyI9h2k,145,165.0,elk bugling,train
Lo70dPxAyG8,195,215.0,elk bugling,train
Lo70dPxAyG8,209,229.0,elk bugling,train
M6NJA3tF044,57,77.0,elk bugling,test
MJjSCv8VFQY,28,48.0,elk bugling,train
MJjSCv8VFQY,39,59.0,elk bugling,train
MTw5NCC0SU8,9,29.0,elk bugling,train
MTw5NCC0SU8,26,46.0,elk bugling,train
MshXUve673A,363,383.0,elk bugling,train
NdK0k2_7DiA,4,24.0,elk bugling,train
Ndx8vfwuvXE,22,42.0,elk bugling,train
NlmMb0vNobA,21,41.0,elk bugling,train
NlmMb0vNobA,39,59.0,elk bugling,train
O0eo-40rhtA,368,388.0,elk bugling,train
O6_uZUL0Wtg,65,85.0,elk bugling,train
O6_uZUL0Wtg,77,97.0,elk bugling,train
O7yGVo6pqm0,106,126.0,elk bugling,train
OBHzOSGBtM8,98,118.0,elk bugling,train
OQis5GbkVzg,0,20.0,elk bugling,train
OQis5GbkVzg,12,32.0,elk bugling,train
OUIkTOSII9w,50,70.0,elk bugling,test
OVL3MYasc-k,141,161.0,elk bugling,train
OVL3MYasc-k,153,173.0,elk bugling,train
PRbUBKp5wuc,107,127.0,elk bugling,test
Pu89pn55DSc,42,62.0,elk bugling,train
Pu89pn55DSc,64,84.0,elk bugling,train
Pxx4AhOAWMs,525,545.0,elk bugling,train
Pxx4AhOAWMs,541,561.0,elk bugling,train
QOEFVFFrv_Q,77,97.0,elk bugling,test
QQ-1N7YetwU,294,314.0,elk bugling,train
QcwULlPw40I,4,24.0,elk bugling,train
